1,-5.593007625,-6.048153766,-0.0672082,0.0675751,-0.0124528,-0.634046,-0.727396,-0.26245,2
2,7.121651284,2.227439457,0.0575407,0.0245566,0.0729688,0.730058,0.142242,-0.668418,2
3,11.91249301,-7.909637241,0.0575408,0.0729688,0.0245566,0.730059,-0.668418,0.142241,2
4,3.034232776,2.662083461,-0.0672081,-0.0124529,0.0675752,-0.634046,-0.26245,-0.727397,2
5,-5.528549463,-6.019202604,-0.0675762,0.0679534,-0.0248198,-0.634561,-0.748924,-0.190906,1
6,5.700757687,2.639834423,0.0592931,0.0176159,0.0772935,0.714317,0.260272,-0.649623,1
7,10.408556,-7.770226485,0.0592931,0.0772933,0.0176158,0.714318,-0.649622,0.260271,1
8,3.58068883,2.872767165,-0.0675762,-0.0248199,0.0679537,-0.634561,-0.190907,-0.748924,1
9,-1.376358503,-1.401680907,-0.0592931,0.0772933,-0.0176158,-0.714318,-0.649622,-0.260271,1
10,26.24741738,13.8461592,0.0592931,-0.0176159,0.0772935,0.714317,-0.260272,-0.649623,1
11,16.03146696,-3.314328417,0.0675762,0.0679534,0.0248198,0.634561,-0.748924,0.190906,1
12,19.20439933,14.62001118,-0.0675762,0.0248199,0.0679537,-0.634561,0.190907,-0.748924,1
13,-0.833866308,-0.843579796,-0.0575408,0.0729688,-0.0245566,-0.730059,-0.668418,-0.142241,2
14,24.38450338,14.26762771,0.0575407,-0.0245566,0.0729688,0.730058,-0.142242,-0.668418,2
15,15.69679644,-2.601401367,0.0672082,0.0675751,0.0124528,0.634046,-0.727396,0.26245,2
16,20.43276919,14.68783651,-0.0672081,0.0124529,0.0675752,-0.634046,0.26245,-0.727397,2
17,-6.189646606,-12.75373799,0.0176158,0.0772933,0.0592931,0.260271,-0.649622,0.714318,1
18,-7.082683348,-8.695516587,0.0679536,-0.0248199,-0.0675762,-0.748924,-0.190907,-0.634561,1
19,-7.072378551,-12.65676311,-0.0248198,0.0679535,-0.0675762,-0.190906,-0.748924,-0.634561,1
20,1.648388478,-9.654836616,0.0772934,0.0176159,0.0592931,-0.649623,0.260272,0.714317,1
21,-4.722216946,-9.781426303,0.0245566,0.0729688,0.0575408,0.142241,-0.668418,0.730058,2
22,-4.97882349,-5.900207263,0.0675751,-0.0124529,-0.0672081,-0.727397,-0.26245,-0.634046,2
23,-5.432340379,-9.705890652,-0.0124528,0.0675751,-0.0672082,-0.26245,-0.727396,-0.634046,2
24,2.479794583,-6.693339917,0.0729688,0.0245566,0.0575407,-0.668418,0.142242,0.730058,2
25,-5.749889271,-14.07326836,0.0124528,0.0675751,0.0672082,0.26245,-0.727396,0.634046,2
26,-4.493396402,-12.037795,0.0675751,0.0124529,-0.0672081,-0.727397,0.26245,-0.634046,2
