# Operation: Direct Output
# Output: Elastic Strain
# Domain: EntireMesh
# Sampling: PixelSampleSet(show_pixel=True,show_x=True,show_y=True)
# Columns:
# 1. Pixel
# 2. X
# 3. Y
# 4. Elastic Strain[xx]
# 5. Elastic Strain[yy]
# 6. Elastic Strain[zz]
# 7. Elastic Strain[yz]
# 8. Elastic Strain[xz]
# 9. Elastic Strain[xy]
# time: 0.0
(0 0), 8.14461375, 8.20630625, 0.00129124141247, -0.000797214784703, 0.0, 0.0, 0.0, 0.000233577859884
(1 0), 24.43384125, 8.20630625, 0.00129088868565, -0.000797003450058, 0.0, 0.0, 0.0, 0.000233813643567
(2 0), 40.723068749999996, 8.20630625, 0.00129047312547, -0.000796723901361, 0.0, 0.0, 0.0, 0.000233548060999
(3 0), 57.01229625, 8.20630625, 0.00129002850252, -0.000796451468979, 0.0, 0.0, 0.0, 0.000233425513383
(4 0), 73.30152375, 8.20630625, 0.00128968464991, -0.000796217577529, 0.0, 0.0, 0.0, 0.000233306045629
(5 0), 89.59075125, 8.20630625, 0.00128919443578, -0.000795957560114, 0.0, 0.0, 0.0, 0.000233092711415
(6 0), 105.87997875, 8.20630625, 0.0012886251452, -0.00079567367813, 0.0, 0.0, 0.0, 0.00023273763702
(7 0), 122.16920625, 8.20630625, 0.00128802769755, -0.000795259671695, 0.0, 0.0, 0.0, 0.000232467530481
(8 0), 138.45843374999998, 8.20630625, 0.00128722351935, -0.000794809184523, 0.0, 0.0, 0.0, 0.000232309658573
(9 0), 154.74766125, 8.20630625, 0.00128650166713, -0.000794379883965, 0.0, 0.0, 0.0, 0.000232181846346
(10 0), 171.03688874999997, 8.20630625, 0.00128587351714, -0.000793932667748, 0.0, 0.0, 0.0, 0.000232046560792
(11 0), 187.32611624999998, 8.20630625, 0.00128510805294, -0.000793357023644, 0.0, 0.0, 0.0, 0.000231968040772
(12 0), 203.61534375, 8.20630625, 0.00128409728929, -0.000792692879625, 0.0, 0.0, 0.0, 0.000232118802773
(13 0), 219.90457124999998, 8.20630625, 0.00128342078629, -0.0007921962653, 0.0, 0.0, 0.0, 0.000232029610828
(14 0), 236.19379874999998, 8.20630625, 0.00128291094616, -0.000791808025249, 0.0, 0.0, 0.0, 0.000232207577674
(15 0), 252.48302624999997, 8.20630625, 0.00128261900848, -0.000791570618515, 0.0, 0.0, 0.0, 0.000232256708661
(16 0), 268.77225375, 8.20630625, 0.00128241341344, -0.000791516644317, 0.0, 0.0, 0.0, 0.00023190891458
(17 0), 285.06148125, 8.20630625, 0.00128204420143, -0.000791378166177, 0.0, 0.0, 0.0, 0.000231674352084
(18 0), 301.35070875, 8.20630625, 0.00128168022182, -0.000791141983511, 0.0, 0.0, 0.0, 0.000231386822109
(19 0), 317.63993625, 8.20630625, 0.0012810989627, -0.000790771907385, 0.0, 0.0, 0.0, 0.000231260765943
(20 0), 333.92916375, 8.20630625, 0.00128032914237, -0.000790279125793, 0.0, 0.0, 0.0, 0.000231297531416
(21 0), 350.21839125, 8.20630625, 0.00127982361802, -0.000789857053724, 0.0, 0.0, 0.0, 0.000231238041018
(22 0), 366.50761875, 8.20630625, 0.00127936927396, -0.000789543888409, 0.0, 0.0, 0.0, 0.000231144721174
(23 0), 382.79684625, 8.20630625, 0.00127914275441, -0.000789399046356, 0.0, 0.0, 0.0, 0.000231093298356
(24 0), 399.08607375, 8.20630625, 0.00127903865433, -0.000789375310568, 0.0, 0.0, 0.0, 0.000230965040676
(25 0), 415.37530125, 8.20630625, 0.00127881687559, -0.000789250167434, 0.0, 0.0, 0.0, 0.000230793612994
(26 0), 431.66452875, 8.20630625, 0.00127863899995, -0.000789039713705, 0.0, 0.0, 0.0, 0.000230947341201
(27 0), 447.95375624999997, 8.20630625, 0.00127862797084, -0.000789009458352, 0.0, 0.0, 0.0, 0.000231003044621
(28 0), 464.24298375, 8.20630625, 0.00127881514251, -0.000789229525634, 0.0, 0.0, 0.0, 0.000230763755063
(29 0), 480.53221125, 8.20630625, 0.00127889348242, -0.000789368299715, 0.0, 0.0, 0.0, 0.000230618510961
(30 0), 496.82143874999997, 8.20630625, 0.00127886139413, -0.000789341994581, 0.0, 0.0, 0.0, 0.000230640807109
(31 0), 513.11066625, 8.20630625, 0.00127874553168, -0.000789236941345, 0.0, 0.0, 0.0, 0.000230517763508
(32 0), 529.3998937499999, 8.20630625, 0.00127862335083, -0.00078915746111, 0.0, 0.0, 0.0, 0.000230654518018
(33 0), 545.68912125, 8.20630625, 0.00127881368613, -0.000789251986171, 0.0, 0.0, 0.0, 0.000230660501847
(34 0), 561.9783487499999, 8.20630625, 0.00127888017817, -0.000789265374709, 0.0, 0.0, 0.0, 0.000230671790452
(35 0), 578.2675762499999, 8.20630625, 0.00127879942929, -0.000789082081797, 0.0, 0.0, 0.0, 0.000230717690495
(36 0), 594.55680375, 8.20630625, 0.00127878822802, -0.000789074241281, 0.0, 0.0, 0.0, 0.000231029450947
(37 0), 610.8460312499999, 8.20630625, 0.00127918914807, -0.000789347830651, 0.0, 0.0, 0.0, 0.000231011863467
(38 0), 627.1352587499999, 8.20630625, 0.00127965527589, -0.00078951832148, 0.0, 0.0, 0.0, 0.000231221760263
(39 0), 643.42448625, 8.20630625, 0.00128003611715, -0.000789751692257, 0.0, 0.0, 0.0, 0.000231403847372
(40 0), 659.7137137499999, 8.20630625, 0.0012807818668, -0.000790301427357, 0.0, 0.0, 0.0, 0.000231405000825
(41 0), 676.0029412499999, 8.20630625, 0.00128138149973, -0.000790761908872, 0.0, 0.0, 0.0, 0.000231321889193
(42 0), 692.29216875, 8.20630625, 0.00128193961073, -0.000791136711188, 0.0, 0.0, 0.0, 0.000231270411025
(43 0), 708.5813962499999, 8.20630625, 0.00128250668743, -0.000791530439467, 0.0, 0.0, 0.0, 0.000231173521308
(44 0), 724.8706237499999, 8.20630625, 0.00128303797398, -0.00079185771082, 0.0, 0.0, 0.0, 0.000231241273654
(45 0), 741.15985125, 8.20630625, 0.00128367364138, -0.000792216872462, 0.0, 0.0, 0.0, 0.000231172900456
(46 0), 757.4490787499999, 8.20630625, 0.00128432352708, -0.000792588330497, 0.0, 0.0, 0.0, 0.000231336123933
(47 0), 773.7383062499999, 8.20630625, 0.00128509920886, -0.000793008071619, 0.0, 0.0, 0.0, 0.000231491612536
(48 0), 790.02753375, 8.20630625, 0.00128602353735, -0.000793576143529, 0.0, 0.0, 0.0, 0.000231929692466
(49 0), 806.3167612499999, 8.20630625, 0.00128695103923, -0.000794170056413, 0.0, 0.0, 0.0, 0.000232121015386
(50 0), 822.6059887499999, 8.20630625, 0.00128801285999, -0.000794815154451, 0.0, 0.0, 0.0, 0.000232574215347
(51 0), 838.8952162499999, 8.20630625, 0.00128910170554, -0.000795607057809, 0.0, 0.0, 0.0, 0.000232721980406
(52 0), 855.1844437499999, 8.20630625, 0.00129046452155, -0.000796528359719, 0.0, 0.0, 0.0, 0.000232675577256
(53 0), 871.4736712499999, 8.20630625, 0.00129185467173, -0.000797495489081, 0.0, 0.0, 0.0, 0.000232763996551
